postnummer,elområde
22241,SE4
22242,SE4
22270,SE4
22271,SE4
22274,SE4
22275,SE4
22276,SE4
22300,SE4
22349,SE4
22350,SE4
22351,SE4
22352,SE4
22353,SE4
22354,SE4
22355,SE4
22356,SE4
22357,SE4
22358,SE4
22359,SE4
22361,SE4
22362,SE4
22363,SE4
22369,SE4
22370,SE4
22381,SE4
22400,SE4
22421,SE4
22456,SE4
22457,SE4
22458,SE4
22460,SE4
22464,SE4
22465,SE4
22466,SE4
22467,SE4
22468,SE4
22471,SE4
22472,SE4
22473,SE4
22474,SE4
22475,SE4
22476,SE4
22477,SE4
22478,SE4
22479,SE4
22480,SE4
22481,SE4
22482,SE4
22484,SE4
22591,SE4
22592,SE4
22593,SE4
22594,SE4
22600,SE4
22638,SE4
22639,SE4
22641,SE4
22642,SE4
22643,SE4
22644,SE4
22645,SE4
22646,SE4
22647,SE4
22648,SE4
22649,SE4
22650,SE4
22651,SE4
22652,SE4
22653,SE4
22654,SE4
22655,SE4
22656,SE4
22657,SE4
22658,SE4
22660,SE4
22700,SE4
22721,SE4
22722,SE4
22728,SE4
22729,SE4
22730,SE4
22731,SE4
22732,SE4
22733,SE4
22734,SE4
22735,SE4
22736,SE4
22738,SE4
22760,SE4
22761,SE4
22762,SE4
22763,SE4
22764,SE4
22800,SE4
22810,SE4
22814,SE4
22820,SE4
23032,SE4
23105,Unknown
23106,SE4
23108,SE4
23110,SE4
23120,SE4
23121,SE4
23122,SE4
23123,SE4
23124,SE4
23125,SE4
23127,SE4
23131,SE4
23132,SE4
23133,SE4
23134,SE4
23136,SE4
23138,SE4
23142,SE4
23143,SE4
23144,SE4
23145,SE4
23151,SE4
23152,SE4
23153,SE4
23154,SE4
23155,SE4
23156,SE4
23161,SE4
23162,SE4
23163,SE4
23164,SE4
23165,SE4
23166,SE4
23167,SE4
23168,SE4
23169,SE4
23170,SE4
23172,SE4
23173,SE4
23175,SE4
23176,SE4
23178,Unknown
23179,Unknown
23181,SE4
23183,SE4
23185,SE4
23187,SE4
23191,SE4
23192,SE4
23193,SE4
23194,SE4
23195,SE4
23196,SE4
23197,SE4
23198,SE4
23199,SE4
23201,SE4
23202,SE4
23220,SE4
23221,SE4
23222,SE4
23223,SE4
23224,SE4
23231,SE4
23232,SE4
23233,SE4
23234,SE4
23235,SE4
23236,SE4
23237,SE4
23238,SE4
23239,SE4
23241,SE4
23251,SE4
23252,SE4
23253,SE4
23254,SE4
23261,SE4
23291,SE4
23301,SE4
23302,SE4
23320,SE4
23321,SE4
23322,SE4
23323,SE4
23325,SE4
23326,SE4
23331,SE4
23332,SE4
23333,SE4
23334,SE4
23335,SE4
23336,SE4
23337,SE4
23338,SE4
23339,SE4
23341,SE4
23342,SE4
23343,SE4
23344,SE4
23351,SE4
23361,SE4
23362,SE4
23363,SE4
23364,SE4
23365,SE4
23371,SE4
23375,SE4
23376,SE4
23380,SE4
23381,SE4
23391,SE4
23392,SE4
23393,SE4
23394,SE4
23401,SE4
23420,SE4
23421,SE4
23422,SE4
23423,SE4
23431,SE4
23432,SE4
23433,SE4
23434,SE4
23435,SE4
23436,SE4
23437,SE4
23438,SE4
23439,SE4
23440,SE4
23441,SE4
23442,SE4
23443,SE4
23456,SE4
23481,SE4
23501,SE4
23520,SE4
23521,SE4
23522,SE4
23525,SE4
23531,SE4
23532,SE4
23533,SE4
23534,SE4
23535,SE4
23536,SE4
23537,SE4
23538,SE4
23539,SE4
23541,SE4
23542,SE4
23543,SE4
23581,SE4
23591,SE4
23593,SE4
23594,SE4
23599,SE4
23601,Unknown
23621,Unknown
23622,Unknown
23623,Unknown
23624,Unknown
23625,Unknown
23631,Unknown
23632,Unknown
23633,Unknown
23634,Unknown
23635,Unknown
23636,Unknown
23637,Unknown
23638,Unknown
23641,Unknown
23642,Unknown
23651,Unknown
23661,Unknown
23691,Unknown
23701,Unknown
23721,Unknown
23722,Unknown
23723,Unknown
23724,Unknown
23725,Unknown
23731,Unknown
23732,Unknown
23733,Unknown
23734,Unknown
23735,Unknown
23736,Unknown
23737,Unknown
23741,Unknown
23742,Unknown
23791,Unknown
23820,SE4
23821,SE4
23822,SE4
23830,SE4
23831,SE4
23832,SE4
23833,SE4
23834,SE4
23835,SE4
23836,SE4
23837,SE4
23838,SE4
23839,SE4
23840,SE4
23841,SE4
23842,SE4
23843,SE4
23901,Unknown
23920,Unknown
23921,Unknown
23922,Unknown
23930,Unknown
23931,Unknown
23932,Unknown
23933,Unknown
23934,Unknown
23935,Unknown
23936,Unknown
23940,Unknown
23941,Unknown
23942,Unknown
24102,SE4
24104,SE4
24105,SE4
24110,SE4
24120,SE4
24121,SE4
24122,SE4
24123,SE4
24124,SE4
24126,SE4
24130,SE4
24131,SE4
24132,SE4
24133,SE4
24134,SE4
24135,SE4
24136,SE4
24137,SE4
24138,SE4
24139,SE4
24140,SE4
24161,SE4
24162,SE4
24164,SE4
24165,SE4
24171,SE4
24172,SE4
24174,SE4
24175,SE4
24180,SE4
24181,SE4
24191,SE4
24192,SE4
24193,SE4
24194,SE4
24195,SE4
24196,SE4
24201,SE4
24220,SE4
24221,SE4
24222,SE4
24230,SE4
24231,SE4
24232,SE4
24233,SE4
24234,SE4
24235,SE4
24271,SE4
24272,SE4
24280,SE4
24291,SE4
24292,SE4
24293,SE4
24294,SE4
24295,SE4
24296,SE4
24297,SE4
24298,SE4
24301,SE4
24320,SE4
24321,SE4
24322,SE4
24323,SE4
24326,SE4
24330,SE4
24331,SE4
24332,SE4
24333,SE4
24334,SE4
24335,SE4
24336,SE4
24339,SE4
24340,SE4
24371,SE4
24372,SE4
24373,SE4
24391,SE4
24392,SE4
24393,SE4
24394,SE4
24395,SE4
24396,SE4
24397,SE4
24400,SE4
24401,SE4
24402,SE4
24420,SE4
24421,SE4
24422,SE4
24423,SE4
24430,SE4
24431,SE4
24432,SE4
24433,SE4
24436,SE4
24438,SE4
24439,SE4
24441,SE4
24444,SE4
24445,SE4
24446,SE4
24460,SE4
24462,SE4
24463,SE4
24465,SE4
24466,SE4
24471,SE4
24480,SE4
24482,SE4
24491,SE4
24493,SE4
24494,SE4
24495,SE4
24501,SE4
24518,SE4
24520,SE4
24521,SE4
24522,SE4
24525,SE4
24530,SE4
24531,SE4
24532,SE4
24533,SE4
24534,SE4
24535,SE4
24537,SE4
24538,SE4
24541,SE4
24542,SE4
24543,SE4
24544,SE4
24545,SE4
24546,SE4
24561,SE4
24562,SE4
24563,SE4
24564,SE4
24565,SE4
24566,SE4
24580,SE4
24591,SE4
24592,SE4
24593,SE4
24601,SE4
24602,SE4
24620,SE4
24621,SE4
24622,SE4
24625,SE4
24630,SE4
24631,SE4
24632,SE4
24633,SE4
24634,SE4
24635,SE4
24636,SE4
24642,SE4
24643,SE4
24650,SE4
24651,SE4
24652,SE4
24655,SE4
24657,SE4
24700,SE4
24719,SE4
24720,SE4
24721,SE4
24722,SE4
24723,SE4
24724,SE4
24725,SE4
24726,SE4
24727,SE4
24728,SE4
24729,SE4
24731,SE4
24732,SE4
24733,SE4
24734,SE4
24735,SE4
24736,SE4
24741,SE4
24745,SE4
24747,SE4
24750,SE4
24751,SE4
24752,SE4
24753,SE4
24754,SE4
24755,SE4
24756,SE4
24760,SE4
24761,SE4
24762,SE4
24763,SE4
24764,SE4
24770,SE4
24771,SE4
24772,SE4
24781,SE4
24782,SE4
24791,SE4
24792,SE4
24793,SE4
24794,SE4
24795,SE4
24796,SE4
24797,SE4
24798,SE4
24799,SE4
25002,SE4
25003,SE4
25005,SE4
25006,SE4
25007,SE4
25009,SE4
25013,SE4
25015,SE4
25016,Unknown
25019,SE4
25022,SE4
25023,SE4
25024,SE4
25025,SE4
25053,SE4
25054,SE4
25100,SE4
25101,SE4
25106,SE4
25107,SE4
25108,SE4
25109,SE4
25110,SE4
25111,SE4
25112,SE4
25113,SE4
25114,SE4
25181,SE4
25182,Unknown
25183,SE4
25184,SE4
25185,SE4
25187,SE4
25188,SE4
25189,SE4
25200,SE4
25201,SE4
25202,SE4
25208,SE4
25218,SE4
25219,SE4
25220,SE4
25221,SE4
25222,SE4
25223,SE4
25224,SE4
25225,SE4
25226,SE4
25227,SE4
25228,SE4
25229,SE4
25230,SE4
25231,SE4
25232,SE4
25233,SE4
25234,SE4
25236,SE4
25237,SE4
25238,SE4
25240,SE4
25241,SE4
25244,SE4
25245,SE4
25246,SE4
25247,SE4
25248,SE4
25249,SE4
25250,SE4
25251,SE4
25252,SE4
25263,SE4
25266,SE4
25267,SE4
25268,SE4
25269,Unknown
25270,Unknown
25271,Unknown
25275,SE4
25276,SE4
25277,SE4
25278,SE4
25279,SE4
25300,SE4
25301,SE4
25302,SE4
25341,SE4
25342,SE4
25351,SE4
25352,SE4
25353,SE4
25354,SE4
25355,SE4
25356,SE4
25360,Unknown
25361,SE4
25362,SE4
25368,SE4
25373,SE4
25374,SE4
25375,SE4
25400,SE4
25402,SE4
25403,SE4
25404,SE4
25408,SE4
25420,SE4
25421,SE4
25422,SE4
25423,SE4
25424,SE4
25426,SE4
25430,SE4
25431,SE4
25433,SE4
25434,SE4
25435,SE4
25436,SE4
25437,SE4
25438,SE4
25439,SE4
25440,SE4
25441,SE4
25442,SE4
25443,SE4
25444,SE4
25445,SE4
25446,SE4
25447,SE4
25448,SE4
25449,SE4
25450,SE4
25451,SE4
25452,SE4
25453,SE4
25454,SE4
25455,SE4
25457,SE4
25458,SE4
25459,SE4
25460,SE4
25462,SE4
25463,SE4
25464,SE4
25465,SE4
25466,SE4
25467,SE4
25468,SE4
25469,SE4
25470,SE4
25471,SE4
25472,SE4
25473,SE4
25474,SE4
25475,SE4
25476,SE4
25477,SE4
25478,SE4
25481,SE4
25482,SE4
25483,SE4
25484,SE4
25600,SE4
25654,Unknown
25655,SE4
25656,SE4
25657,Unknown
25658,SE4
25659,SE4
25661,SE4
25662,SE4
25663,SE4
25664,SE4
25665,SE4
25666,SE4
25667,SE4
25668,SE4
25669,SE4
25671,SE4
25721,Unknown
25730,Unknown
25731,Unknown
25732,Unknown
25733,Unknown
25734,Unknown
25800,SE4
25802,SE4
25803,SE4
25805,SE4
25960,SE4
25961,SE4
25962,SE4
25963,SE4
25964,SE4
25965,SE4
25966,SE4
25967,SE4
25968,SE4
25969,SE4
25970,SE4
25971,SE4
25972,SE4
25973,SE4
25974,SE4
25975,SE4
25976,SE4
25977,SE4
25978,SE4
25979,SE4
25980,SE4
25981,SE4
25982,SE4
25983,SE4
25984,SE4
25985,SE4
25986,SE4
25987,SE4
25988,SE4
25989,SE4
25990,SE4
25991,SE4
25992,SE4
25994,SE4
25995,SE4
25996,SE4
25997,SE4
25998,SE4
25999,SE4
26100,Unknown
26103,Unknown
26104,Unknown
26106,Unknown
26107,SE4
26108,SE4
26120,Unknown
26122,Unknown
26123,Unknown
26124,Unknown
26125,Unknown
26126,Unknown
26127,Unknown
26129,Unknown
26130,Unknown
26131,Unknown
26132,Unknown
26133,Unknown
26134,Unknown
26135,Unknown
26136,Unknown
26137,Unknown
26138,Unknown
26139,Unknown
26140,Unknown
26141,Unknown
26142,Unknown
26143,Unknown
26144,Unknown
26145,Unknown
26146,Unknown
26147,Unknown
26151,Unknown
26152,Unknown
26153,Unknown
26160,Unknown
26161,Unknown
26162,SE4
26163,SE4
26165,Unknown
26171,Unknown
26172,SE4
26173,SE4
26175,SE4
26176,SE4
26180,Unknown
26191,Unknown
26192,Unknown
26193,Unknown
26194,Unknown
26195,Unknown
26200,SE4
26201,SE4
26210,SE4
26220,SE4
26221,SE4
26222,SE4
26223,SE4
26224,SE4
26230,SE4
26231,SE4
26232,SE4
26233,SE4
26234,SE4
26235,SE4
26236,SE4
26237,SE4
26241,SE4
26242,SE4
26243,SE4
26244,SE4
26250,SE4
26251,SE4
26252,SE4
26253,SE4
26254,SE4
26255,SE4
26257,SE4
26258,SE4
26260,SE4
26261,SE4
26262,SE4
26263,SE4
26264,SE4
26265,SE4
26266,SE4
26267,SE4
26268,SE4
26270,SE4
26271,SE4
26272,SE4
26273,SE4
26274,SE4
26278,SE4
26279,SE4
26280,SE4
26281,SE4
26282,SE4
26291,SE4
26292,SE4
26293,SE4
26294,SE4
26295,SE4
26296,SE4
26300,SE4
26303,Unknown
26320,SE4
26321,SE4
26322,SE4
26323,SE4
26331,SE4
26332,SE4
26333,SE4
26334,SE4
26335,SE4
26336,SE4
26337,SE4
26338,SE4
26339,SE4
26350,SE4
26351,SE4
26352,Unknown
26353,Unknown
26354,Unknown
26357,SE4
26358,SE4
26361,Unknown
26362,Unknown
26363,Unknown
26364,Unknown
26365,Unknown
26371,SE4
26372,SE4
26373,Unknown
26375,SE4
26376,SE4
26377,SE4
26382,SE4
26383,SE4
26391,SE4
26392,SE4
26394,SE4
26395,SE4
26401,SE4
26402,SE4
26403,SE4
26420,SE4
26421,SE4
26422,SE4
26423,SE4
26431,SE4
26432,SE4
26433,SE4
26434,SE4
26435,SE4
26436,SE4
26437,SE4
26438,SE4
26439,SE4
26451,SE4
26452,SE4
26453,SE4
26454,SE4
26470,SE4
26471,SE4
26480,SE4
26491,SE4
26492,SE4
26493,SE4
26494,SE4
26501,SE4
26502,SE4
26503,SE4
26520,SE4
26521,SE4
26522,SE4
26531,SE4
26532,SE4
26533,SE4
26534,SE4
26535,SE4
26536,SE4
26537,SE4
26538,SE4
26539,SE4
26540,SE4
26550,SE4
26571,SE4
26572,SE4
26574,SE4
26575,SE4
26580,SE4
26581,SE4
26582,SE4
26590,SE4
26602,Unknown
26621,SE4
26631,SE4
26632,SE4
26633,SE4
26634,SE4
26651,Unknown
26652,Unknown
26653,Unknown
26654,Unknown
26655,Unknown
26675,SE4
26691,SE4
26692,SE4
26693,SE4
26694,SE4
26695,SE4
26697,SE4
26698,SE4
26701,SE4
26702,SE4
26703,SE4
26720,SE4
26721,SE4
26722,SE4
26723,SE4
26725,SE4
26731,SE4
26732,SE4
26733,SE4
26734,SE4
26735,SE4
26736,SE4
26737,SE4
26738,SE4
26739,SE4
26740,SE4
26741,SE4
26771,SE4
26772,SE4
26773,SE4
26774,SE4
26775,SE4
26776,SE4
26777,SE4
26781,SE4
26782,SE4
26790,SE4
26801,SE4
26802,SE4
26805,SE4
26820,SE4
26821,SE4
26822,SE4
26831,SE4
26832,SE4
26833,SE4
26834,SE4
26868,SE4
26871,SE4
26872,SE4
26873,SE4
26874,SE4
26875,SE4
26876,SE4
26877,SE4
26878,SE4
26880,SE4
26881,SE4
26890,SE4
26901,SE4
26904,SE4
26920,SE4
26921,SE4
26922,SE4
26931,SE4
26932,SE4
26933,SE4
26934,SE4
26935,SE4
26936,SE4
26937,SE4
26938,SE4
26939,SE4
26940,SE4
26941,SE4
26942,SE4
26943,SE4
26944,SE4
26962,SE4
26971,SE4
26972,SE4
26973,SE4
26974,SE4
26976,SE4
26977,SE4
26978,SE4
26980,SE4
26982,SE4
26983,SE4
26991,SE4
26992,SE4
26993,SE4
26994,SE4
26995,SE4
26996,SE4
27100,SE4
27101,SE4
27102,SE4
27120,SE4
27121,SE4
27122,SE4
27123,SE4
27124,SE4
27125,SE4
27131,SE4
27132,SE4
27133,SE4
27134,SE4
27135,SE4
27136,SE4
27137,SE4
27138,SE4
27139,SE4
27140,SE4
27141,SE4
27142,SE4
27143,SE4
27144,SE4
27145,SE4
27146,SE4
27150,SE4
27151,SE4
27152,SE4
27153,SE4
27154,SE4
27155,SE4
27156,SE4
27157,SE4
27160,SE4
27170,SE4
27171,SE4
27172,SE4
27173,SE4
27174,SE4
27175,SE4
27176,SE4
27177,SE4
27178,SE4
27180,SE4
27181,SE4
27182,SE4
27191,SE4
27192,SE4
27193,SE4
27194,SE4
27195,SE4
27198,SE4
27199,SE4
27200,SE4
27220,SE4
27221,SE4
27222,SE4
27223,SE4
27224,SE4
27231,SE4
27232,SE4
27233,SE4
27234,SE4
27235,SE4
27236,SE4
27237,SE4
27238,SE4
27239,SE4
27261,SE4
27280,SE4
27281,SE4
27291,SE4
27292,SE4
27293,SE4
27294,SE4
27295,SE4
27296,SE4
27297,SE4
27301,SE4
27320,SE4
27321,SE4
27322,SE4
27330,SE4
27331,SE4
27332,SE4
27333,SE4
27334,SE4
27335,SE4
27336,SE4
27350,SE4
27355,SE4
27357,SE4
27380,SE4
27391,SE4
27392,SE4
27393,SE4
27394,SE4
27395,SE4
27396,SE4
27397,SE4
27398,SE4
27401,SE4
27402,SE4
27406,SE4
27420,SE4
27421,SE4
27422,SE4
27423,SE4
27424,SE4
27430,SE4
27431,SE4
27432,SE4
27433,SE4
27434,SE4
27435,SE4
27436,SE4
27437,SE4
27450,SE4
27451,SE4
27453,SE4
27454,SE4
27456,Unknown
27460,SE4
27461,SE4
27462,SE4
27463,SE4
27480,SE4
27491,SE4
27492,SE4
27493,SE4
27494,SE4
27500,SE4
27505,SE4
27506,SE4
27520,SE4
27521,SE4
27522,SE4
27523,SE4
27530,SE4
27531,SE4
27532,SE4
27533,SE4
27534,SE4
27535,SE4
27536,SE4
27537,SE4
27538,SE4
27539,SE4
27562,SE4
27563,SE4
27564,SE4
27566,SE4
27567,SE4
27568,SE4
27570,SE4
27571,SE4
27572,SE4
27575,SE4
27576,SE4
27580,SE4
27591,SE4
27592,SE4
27593,SE4
27594,SE4
27595,SE4
27596,SE4
27630,SE4
27635,SE4
27636,SE4
27637,SE4
27650,SE4
27655,SE4
27656,SE4
27660,SE4
27730,Unknown
27731,Unknown
27732,Unknown
27735,Unknown
27736,SE4
27737,Unknown
27740,SE4
27745,SE4
28101,SE4
28102,SE4
28108,SE4
28110,SE4
28111,SE4
28120,SE4
28121,SE4
28122,SE4
28123,SE4
28124,SE4
28125,SE4
28130,SE4
28131,SE4
28132,SE4
28133,SE4
28134,SE4
28135,SE4
28136,SE4
28137,SE4
28138,SE4
28139,SE4
28140,SE4
28141,SE4
28142,SE4
28143,SE4
28144,SE4
28145,SE4
28146,SE4
28147,SE4
28148,SE4
28149,SE4
28150,SE4
28151,SE4
28152,SE4
28153,SE4
28154,SE4
28155,SE4
28180,SE4
28181,SE4
28182,SE4
28183,SE4
28185,SE4
28187,SE4
28191,SE4
28192,SE4
28193,SE4
28195,SE4
28197,SE4
28201,SE4
28203,SE4
28204,SE4
28205,SE4
28206,SE4
28221,SE4
28222,SE4
28223,SE4
28224,SE4
28231,SE4
28232,SE4
28233,SE4
28234,SE4
28235,SE4
28261,SE4
28262,SE4
28263,SE4
28264,SE4
28265,SE4
28266,SE4
28267,SE4
28268,SE4
28269,SE4
28271,SE4
28272,SE4
28273,SE4
28274,SE4
28275,SE4
28276,SE4
28291,SE4
28292,SE4
28293,SE4
28294,SE4
28295,SE4
28300,SE4
28301,SE4
28302,SE4
28320,SE4
28321,SE4
28322,SE4
28323,SE4
28331,SE4
28332,SE4
28333,SE4
28334,SE4
28335,SE4
28336,SE4
28341,SE4
28342,SE4
28343,SE4
28344,SE4
28345,SE4
28350,SE4
28371,SE4
28372,SE4
28376,SE4
28380,SE4
28383,SE4
28391,SE4
28393,SE4
28394,SE4
28395,SE4
28396,SE4
28401,SE4
28420,SE4
28421,SE4
28422,SE4
28431,SE4
28432,SE4
28433,SE4
28434,SE4
28435,SE4
28436,SE4
28437,SE4
28438,SE4
28480,SE4
28485,SE4
28491,SE4
28492,SE4
28501,SE4
28520,SE4
28521,SE4
28522,SE4
28523,SE4
28531,SE4
28532,SE4
28533,SE4
28534,SE4
28535,SE4
28536,SE4
28537,SE4
28538,SE4
28539,SE4
28540,SE4
28591,SE4
28593,SE4
28601,SE4
28620,SE4
28621,SE4
28622,SE4
28631,SE4
28632,SE4
28633,SE4
28634,SE4
28635,SE4
28636,SE4
28637,SE4
28638,SE4
28672,SE4
28673,SE4
28674,SE4
28675,SE4
28680,SE4
28685,SE4
28691,SE4
28692,SE4
28695,SE4
28721,SE4
28722,SE4
28731,SE4
28732,SE4
28733,SE4
28734,SE4
28772,SE4
28791,SE4
28792,SE4
28793,SE4
28820,SE4
28821,SE4
28822,SE4
28831,SE4
28832,SE4
28833,SE4
28834,SE4
28890,SE4
28893,SE4
28900,SE4
28903,SE4
28904,SE4
28905,SE4
28906,SE4
28920,SE4
28921,SE4
28931,SE4
28932,SE4
28933,SE4
28940,SE4
28941,SE4
28942,SE4
28943,SE4
28946,SE4
28947,SE4
28950,SE4
28971,SE4
28972,SE4
28973,SE4
28989,SE4
28990,SE4
28992,SE4
28993,SE4
28994,SE4
29030,SE4
29031,SE4
29032,SE4
29033,SE4
29050,SE4
29051,SE4
29100,SE4
29102,SE4
29103,SE4
29105,SE4
29107,SE4
29109,SE4
29111,SE4
29112,SE4
29113,SE4
29115,SE4
29116,SE4
29117,SE4
29120,SE4
29121,SE4
29122,SE4
29123,SE4
29125,SE4
29126,SE4
29128,SE4
29129,SE4
29130,SE4
29131,SE4
29132,SE4
29133,SE4
29134,SE4
29135,SE4
29136,SE4
29137,SE4
29138,SE4
29139,SE4
29140,SE4
29141,SE4
29142,SE4
29143,SE4
29144,SE4
29145,SE4
29146,SE4
29147,SE4
29148,SE4
29149,SE4
29150,SE4
29151,SE4
29153,SE4
29154,SE4
29155,SE4
29156,SE4
29157,SE4
29158,SE4
29159,SE4
29160,SE4
29161,SE4
29162,SE4
29163,SE4
29165,SE4
29166,SE4
29167,SE4
29168,SE4
29169,SE4
29170,SE4
29173,SE4
29175,SE4
29176,SE4
29177,SE4
29180,SE4
29181,SE4
29184,SE4
29185,SE4
29186,SE4
29187,SE4
29188,SE4
29189,SE4
29191,SE4
29192,SE4
29193,SE4
29194,SE4
29195,SE4
29196,SE4
29197,SE4
29198,SE4
29300,SE4
29302,SE4
29320,SE4
29321,SE4
29322,SE4
29323,SE4
29324,SE4
29331,SE4
29332,SE4
29333,SE4
29334,SE4
29335,SE4
29336,SE4
29337,SE4
29338,SE4
29339,SE4
29340,SE4
29341,SE4
29342,SE4
29372,SE4
29373,SE4
29374,SE4
29380,SE4
29391,SE4
29392,SE4
29393,SE4
29394,SE4
29395,SE4
29400,SE4
29407,SE4
29420,SE4
29421,SE4
29422,SE4
29425,SE4
29431,SE4
29432,SE4
29433,SE4
29434,SE4
29435,SE4
29436,SE4
29437,SE4
29438,SE4
29439,SE4
29440,SE4
29471,SE4
29472,SE4
29474,SE4
29475,SE4
29476,SE4
29477,SE4
29480,SE4
29481,SE4
29491,SE4
29492,SE4
29493,SE4
29494,SE4
29495,SE4
29500,SE4
29504,SE4
29520,SE4
29521,SE4
29522,SE4
29531,SE4
29532,SE4
29534,SE4
29535,SE4
29536,SE4
29537,SE4
29538,SE4
29539,SE4
29551,SE4
29572,SE4
29573,SE4
29574,SE4
29580,SE4
29591,SE4
29594,SE4
29600,SE4
29620,SE4
29621,SE4
29622,SE4
29623,SE4
29624,SE4
29625,SE4
29631,SE4
29632,SE4
29633,SE4
29634,SE4
29635,SE4
29637,SE4
29638,SE4
29639,SE4
29641,SE4
29672,SE4
29680,SE4
29681,SE4
29685,SE4
29686,SE4
29691,SE4
29692,SE4
29702,SE4
29721,SE4
29731,SE4
29732,SE4
29772,SE4
29791,SE4
29792,SE4
29794,SE4
29795,SE4
29801,SE4
29820,SE4
29821,SE4
29831,SE4
29832,SE4
29833,SE4
29834,SE4
29891,SE4
29892,SE4
29893,SE4
29894,SE4
29896,SE4
30004,SE4
30007,SE4
30008,SE4
30010,SE4
30102,SE4
30103,SE4
30104,SE4
30105,SE4
30106,SE4
30107,SE4
30108,SE4
30109,SE4
30110,SE4
30116,SE4
30118,SE4
30121,SE4
30122,SE4
30123,SE4
30124,SE4
30125,SE4
30127,SE4
30128,SE4
30180,SE4
30181,SE4
30182,SE4
30185,SE4
30186,SE4
30187,SE4
30201,SE4
30202,SE4
30203,SE4
30204,SE4
30220,SE4
30221,SE4
30222,SE4
30223,SE4
30224,SE4
30225,SE4
30226,SE4
30227,SE4
30228,SE4
30229,SE4
30230,SE4
30231,SE4
30232,SE4
30233,SE4
30234,SE4
30235,SE4
30236,SE4
30237,SE4
30238,SE4
30239,SE4
30240,SE4
30241,SE4
30242,SE4
30243,SE4
30244,SE4
30245,SE4
30246,SE4
30247,SE4
30248,SE4
30249,SE4
30250,SE4
30251,SE4
30252,SE4
30253,SE4
30254,SE4
30255,SE4
30256,SE4
30257,SE4
30258,SE4
30259,SE4
30260,SE4
30261,SE4
30262,SE4
30263,SE4
30264,SE4
30265,SE4
30266,SE4
30267,SE4
30268,SE4
30269,SE4
30270,SE4
30271,SE4
30272,SE4
30273,SE4
30274,SE4
30275,SE4
30276,SE4
30277,SE4
30279,SE4
30283,SE4
30290,SE4
30291,SE4
30292,SE4
30293,SE4
30294,SE4
30295,SE4
30296,SE4
30504,SE4
30505,SE4
30560,SE4
30561,SE4
30564,SE4
30565,SE4
30570,SE4
30571,SE4
30572,SE4
30575,SE4
30576,SE4
30577,SE4
30578,SE4
30591,SE4
30592,SE4
30593,SE4
30594,SE4
30595,SE4
30596,SE4
30597,SE4
30800,SE4
30801,SE4
31100,SE4
31101,SE4
31103,SE4
31105,SE4
31106,SE4
31109,SE4
31110,SE4
31120,SE4
31121,SE4
31122,SE4
31123,SE4
31130,SE4
31131,SE4
31132,SE4
31133,SE4
31134,SE4
31135,SE4
31136,SE4
31137,SE4
31138,SE4
31139,SE4
31140,SE4
31141,SE4
31142,SE4
31143,SE4
31144,SE4
31145,SE4
31146,SE4
31147,SE4
31148,SE4
31150,SE4
31151,SE4
31152,SE4
31154,Unknown
31160,SE4
31161,SE4
31162,SE4
31163,SE4
31164,SE4
31165,SE4
31167,SE4
31168,SE4
31169,SE4
31170,SE4
31171,SE4
31172,SE4
31173,SE4
31174,SE4
31175,SE4
31176,SE4
31177,SE4
31178,SE4
31179,SE4
31180,SE4
31181,SE4
31183,SE4
31184,SE4
31185,SE4
31190,SE4
31191,SE4
31192,SE4
31193,SE4
31194,SE4
31195,SE4
31196,SE4
31197,SE4
31198,Unknown
31199,SE4
31200,SE4
31220,SE4
31221,SE4
31222,SE4
31230,SE4
31231,SE4
31232,SE4
31233,SE4
31234,SE4
31235,SE4
31236,SE4
31240,SE4
31245,SE4
31250,SE4
31251,SE4
31252,SE4
31253,SE4
31260,SE4
31261,SE4
31262,SE4
31271,SE4
31272,SE4
31273,SE4
31275,SE4
31277,SE4
31280,SE4
31291,SE4
31292,SE4
31293,SE4
31294,SE4
31295,SE4
31296,SE4
31297,SE4
31298,SE4
31320,SE4
31321,SE4
31322,SE4
31330,SE4
31331,SE4
31332,SE4
31333,SE4
31350,SE4
31391,SE4
31392,SE4
31393,SE4
31394,SE4
31395,SE4
31396,SE4
31397,SE4
31401,SE4
31403,SE4
31404,SE4
31405,SE4
31420,SE4
31421,SE4
31422,SE4
31431,SE4
31432,SE4
31434,SE4
31441,SE4
31442,SE4
31451,SE4
31452,SE4
31480,SE4
31481,SE4
31482,SE4
31491,SE4
31492,SE4
31494,SE4
31495,SE4
31496,SE4
33101,SE4
33102,SE4
33103,SE4
33104,SE4
33120,SE4
33121,SE4
33122,SE4
33123,SE4
33124,SE4
33125,SE4
33126,SE4
33127,SE4
33129,SE4
33130,SE4
33131,SE4
33132,SE4
33133,SE4
33134,SE4
33135,SE4
33136,SE4
33137,SE4
33140,SE4
33141,SE4
33142,SE4
33143,SE4
33144,SE4
33150,SE4
33151,SE4
33152,SE4
33153,SE4
33154,SE4
33155,SE4
33156,SE4
33171,SE4
33172,SE4
33173,SE4
33174,SE4
33176,SE4
33177,SE4
33179,SE4
33182,SE4
33183,SE4
33184,SE4
33185,SE4
33191,SE4
33192,SE4
33193,SE4
33194,SE4
33195,SE4
33196,SE4
33197,SE4
33198,SE4
33201,SE4
33220,SE4
33221,SE4
33222,SE4
33223,SE4
33224,SE4
33225,SE4
33228,SE4
33230,SE4
33231,SE4
33232,SE4
